index,"server","path","artist","album","song","genre","type",genre_idx
0,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","White Lion","The Best Of White Lion","12 Tell Me.mp3","Rock","Download",1
1,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","White Lion","The Best Of White Lion","13 Farewell To You.mp3","Rock","Download",1
2,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","White Lion","The Best Of White Lion","11 Lady Of The Valley [Live].mp3","Rock","Download",1
3,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","White Lion","The Best Of White Lion","03 Broken Heart.mp3","Rock","Download",1
4,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","White Lion","The Best Of White Lion","08 When The Children Cry.mp3","Rock","Download",1
5,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","White Lion","The Best Of White Lion","02 Radar Love.mp3","Rock","Download",1
6,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","White Lion","The Best Of White Lion","07 All You Need Is Rock N Roll [Live].mp3","Rock","Download",1
7,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","White Lion","The Best Of White Lion","05 Little Fighter.mp3","Rock","Download",1
8,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","White Lion","The Best Of White Lion","10 Cry For Freedom.mp3","Rock","Download",1
9,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","White Lion","The Best Of White Lion","04 Hungry.mp3","Rock","Download",1
10,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","White Lion","The Best Of White Lion","01 Wait.mp3","Rock","Download",1
11,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","White Lion","The Best Of White Lion","09 Love Don't Come Easy.mp3","Rock","Download",1
12,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","White Lion","The Best Of White Lion","06 Lights And Thunder.mp3","Rock","Download",1
13,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Dave Dee, Dozy, Beaky, Mick & Tich","Hold Tight! - Single","01 Hold Tight!.m4a","Rock","Download",1
14,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Willie Nelson and Leon Russel","Willie Nelson and Leon Russel","02 Trouble In Mind.mp3","Country","Vinyl",1
15,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Willie Nelson and Leon Russel","Willie Nelson and Leon Russel","06 Am I Blue.mp3","Country","Vinyl",1
16,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Willie Nelson and Leon Russel","Willie Nelson and Leon Russel","10 Far Away Places.mp3","Country","Vinyl",1
17,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Willie Nelson and Leon Russel","Willie Nelson and Leon Russel","04 You Are My Sunshine.mp3","Country","Vinyl",1
18,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Willie Nelson and Leon Russel","Willie Nelson and Leon Russel","05 Always.mp3","Country","Vinyl",1
19,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Willie Nelson and Leon Russel","Willie Nelson and Leon Russel","01 That Lucky Old Sun.mp3","Country","Vinyl",1
20,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Willie Nelson and Leon Russel","Willie Nelson and Leon Russel","16 Stormy Weather.mp3","Country","Vinyl",1
21,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Willie Nelson and Leon Russel","Willie Nelson and Leon Russel","14 One For My Baby.mp3","Country","Vinyl",1
22,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Willie Nelson and Leon Russel","Willie Nelson and Leon Russel","19 Tenderly.mp3","Country","Vinyl",1
23,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Willie Nelson and Leon Russel","Willie Nelson and Leon Russel","03 Wild Side Of Life.mp3","Country","Vinyl",1
24,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Willie Nelson and Leon Russel","Willie Nelson and Leon Russel","12 I Saw The Light.mp3","Country","Vinyl",1
25,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Willie Nelson and Leon Russel","Willie Nelson and Leon Russel","13 Let The Rest Of The World Go By.mp3","Country","Vinyl",1
26,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Willie Nelson and Leon Russel","Willie Nelson and Leon Russel","17 Sue City Sue.mp3","Country","Vinyl",1
27,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Willie Nelson and Leon Russel","Willie Nelson and Leon Russel","11 Heart Break Hotel.mp3","Country","Vinyl",1
28,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Willie Nelson and Leon Russel","Willie Nelson and Leon Russel","15 Ridin Down The Canyon.mp3","Country","Vinyl",1
29,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Willie Nelson and Leon Russel","Willie Nelson and Leon Russel","08 Detour.mp3","Country","Vinyl",1
30,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Willie Nelson and Leon Russel","Willie Nelson and Leon Russel","18 Summer Time.mp3","Country","Vinyl",1
31,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Willie Nelson and Leon Russel","Willie Nelson and Leon Russel","07 Because Of You.mp3","Country","Vinyl",1
32,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Willie Nelson and Leon Russel","Willie Nelson and Leon Russel","09 Dont Fence Me In.mp3","Country","Vinyl",1
33,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Blue Swede","Hooked On a Feeling - Single","01 Hooked On a Feeling.m4a","Rock","Download",1
34,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Polecat","Fire On The Hill","07 Go Out Dancin'.mp3","Country","Download",1
35,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Polecat","Fire On The Hill","06 A New Place.mp3","Country","Download",1
36,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Polecat","Fire On The Hill","08 Lizard.mp3","Country","Download",1
37,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Polecat","Fire On The Hill","12 My Way.mp3","Country","Download",1
38,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Polecat","Fire On The Hill","03 Turnbull Reel.mp3","Country","Download",1
39,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Polecat","Fire On The Hill","04 Evening Train.mp3","Country","Download",1
40,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Polecat","Fire On The Hill","02 Tell Me Show Me.mp3","Country","Download",1
41,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Polecat","Fire On The Hill","01 A Way Out.mp3","Country","Download",1
42,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Polecat","Fire On The Hill","10 The Great Divide.mp3","Country","Download",1
43,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Polecat","Fire On The Hill","09 Fire On The Hill.mp3","Country","Download",1
44,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Polecat","Fire On The Hill","05 Liza May.mp3","Country","Download",1
45,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Polecat","Fire On The Hill","11 Fishin' Reel.mp3","Country","Download",1
46,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Ringo Starr","Photograph_ The Digital Greatest Hits","02 It Don't Come Easy.m4a","Rock","Download",1
47,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Ringo Starr","Photograph_ The Digital Greatest Hits","03 You're Sixteen (You're Beautiful and You're Mine).m4a","Rock","Download",1
48,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Ringo Starr","Photograph_ The Very Best Of Ringo Starr","19 Wrack My Brain.mp3","Rock","download",1
49,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Ringo Starr","Photograph_ The Very Best Of Ringo Starr","14 A Dose Of Rock 'N' Roll.mp3","Rock","download",1
50,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Ringo Starr","Photograph_ The Very Best Of Ringo Starr","05 I'm The Greatest.mp3","Rock","download",1
51,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Ringo Starr","Photograph_ The Very Best Of Ringo Starr","11 No-No Song.mp3","Rock","download",1
52,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Ringo Starr","Photograph_ The Very Best Of Ringo Starr","03 You're Sixteen (You're Beautiful And You're Mine).mp3","Rock","download",1
53,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Ringo Starr","Photograph_ The Very Best Of Ringo Starr","16 King Of Broken Hearts.mp3","Rock","download",1
54,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Ringo Starr","Photograph_ The Very Best Of Ringo Starr","20 Fading In And Fading Out.mp3","Rock","download",1
55,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Ringo Starr","Photograph_ The Very Best Of Ringo Starr","08 Beaucoups Of Blues.mp3","Rock","download",1
56,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Ringo Starr","Photograph_ The Very Best Of Ringo Starr","07 Only You (And You Alone).mp3","Rock","download",1
57,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Ringo Starr","Photograph_ The Very Best Of Ringo Starr","02 It Don't Come Easy.mp3","Rock","download",1
58,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Ringo Starr","Photograph_ The Very Best Of Ringo Starr","09 Early 1970.mp3","Rock","download",1
59,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Ringo Starr","Photograph_ The Very Best Of Ringo Starr","17 Never Without You.mp3","Rock","download",1
60,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Ringo Starr","Photograph_ The Very Best Of Ringo Starr","15 Weight Of The World.mp3","Rock","download",1
61,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Ringo Starr","Photograph_ The Very Best Of Ringo Starr","18 Act Naturally.mp3","Rock","download",1
62,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Ringo Starr","Photograph_ The Very Best Of Ringo Starr","06 Oh, My My.mp3","Rock","download",1
63,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Ringo Starr","Photograph_ The Very Best Of Ringo Starr","13 Hey Baby.mp3","Rock","download",1
64,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Ringo Starr","Photograph_ The Very Best Of Ringo Starr","01 Photograph.mp3","Rock","download",1
65,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Ringo Starr","Photograph_ The Very Best Of Ringo Starr","10 Snookeroo.mp3","Rock","download",1
66,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Ringo Starr","Photograph_ The Very Best Of Ringo Starr","04 Back Off Boogaloo.mp3","Rock","download",1
67,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Ringo Starr","Photograph_ The Very Best Of Ringo Starr","12 (It's All Down To) Goodnight Vienna.mp3","Rock","download",1
68,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Traffic","Traffic","09 No Time To Live.mp3","Rock","CD",1
69,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Traffic","Traffic","07 Forty Thousand Headmen.mp3","Rock","CD",1
70,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Traffic","Traffic","01 You Can All Join In.mp3","Rock","CD",1
71,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Traffic","Traffic","03 Don't Be Sad.mp3","Rock","CD",1
72,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Traffic","Traffic","04 Who Knows What Tomorrow May Bring.mp3","Rock","CD",1
73,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Traffic","Traffic","08 Cryin' To Be Heard.mp3","Rock","CD",1
74,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Traffic","Traffic","05 Feelin' Alright_.mp3","Rock","CD",1
75,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Traffic","Traffic","02 Pearly Queen.mp3","Rock","CD",1
76,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Traffic","Traffic","11 You Can All Join In.mp3","Rock","CD",1
77,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Traffic","Traffic","12 Feelin' Alright.mp3","Rock","CD",1
78,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Traffic","Traffic","10 Means To An End.mp3","Rock","CD",1
79,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Traffic","Traffic","06 Vagabond Virgin.mp3","Rock","CD",1
80,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Traffic","Traffic","13 Withering Tree.mp3","Rock","CD",1
81,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Traffic","When The Eagle Flies","01 Something New.mp3","Rock","Vinyl",1
82,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Traffic","When The Eagle Flies","05 Memeories Of A Rock'n Rolla.mp3","Rock","Vinyl",1
83,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Traffic","When The Eagle Flies","04 Walking In The Wind.mp3","Rock","Vinyl",1
84,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Traffic","When The Eagle Flies","07 When The Eagle Flies.mp3","Rock","Vinyl",1
85,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Traffic","When The Eagle Flies","03 Graveyard People.mp3","Rock","Vinyl",1
86,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Traffic","When The Eagle Flies","03 Dream Gerrard.mp3","Rock","Vinyl",1
87,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Traffic","When The Eagle Flies","06 Love.mp3","Rock","Vinyl",1
88,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Traffic","Welcome To The Canteen [Live]","03 Forty Thousand Headman.mp3","Rock","download",1
89,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Traffic","Welcome To The Canteen [Live]","01 Medicated Goo.mp3","Rock","download",1
90,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Traffic","Welcome To The Canteen [Live]","05 Dear Mr. Fantasy.mp3","Rock","download",1
91,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Traffic","Welcome To The Canteen [Live]","04 Shouldn't Have Took More Than You Gave.mp3","Rock","download",1
92,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Traffic","Welcome To The Canteen [Live]","06 Gimme Some Lovin'.mp3","Rock","download",1
93,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Traffic","Welcome To The Canteen [Live]","02 Sad And Deep As You.mp3","Rock","download",1
94,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","North Mississippi Allstars","51 Phantom","11 Mud.mp3","Blues","Download",1
95,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","North Mississippi Allstars","51 Phantom","07 Circle in the Sky.mp3","Blues","Download",1
96,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","North Mississippi Allstars","51 Phantom","09 Leavin'.mp3","Blues","Download",1
97,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","North Mississippi Allstars","51 Phantom","02 Snakes in my Bushes.mp3","Blues","Download",1
98,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","North Mississippi Allstars","51 Phantom","10 Up over Yonder.mp3","Blues","Download",1
99,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","North Mississippi Allstars","51 Phantom","04 Lord Have Mercy.mp3","Blues","Download",1
100,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","North Mississippi Allstars","51 Phantom","05 Storm.mp3","Blues","Download",1
101,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","North Mississippi Allstars","51 Phantom","01 51 Phantom.mp3","Blues","Download",1
102,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","North Mississippi Allstars","51 Phantom","06 Freedom Highway.mp3","Blues","Download",1
103,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","North Mississippi Allstars","51 Phantom","08 Ship.mp3","Blues","Download",1
104,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","North Mississippi Allstars","51 Phantom","03 Sugartown.mp3","Blues","Download",1
105,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","North Mississippi Allstars","Shake Hands With Shorty","09 Someday Baby.mp3","Blues","Download",1
106,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","North Mississippi Allstars","Shake Hands With Shorty","06 Goin' Down South.mp3","Blues","Download",1
107,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","North Mississippi Allstars","Shake Hands With Shorty","04 Skinny Woman.mp3","Blues","Download",1
108,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","North Mississippi Allstars","Shake Hands With Shorty","07 K.C. Jones (On the Road Again).mp3","Blues","Download",1
109,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","North Mississippi Allstars","Shake Hands With Shorty","05 Drinking Muddy Water.mp3","Blues","Download",1
110,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","North Mississippi Allstars","Shake Hands With Shorty","01 Shake 'Em on Down.mp3","Blues","Download",1
111,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","North Mississippi Allstars","Shake Hands With Shorty","08 Station Blues.mp3","Blues","Download",1
112,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","North Mississippi Allstars","Shake Hands With Shorty","10 All Night Long.mp3","Blues","Download",1
113,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","North Mississippi Allstars","Shake Hands With Shorty","02 Drop Down Mama.mp3","Blues","Download",1
114,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","North Mississippi Allstars","Shake Hands With Shorty","03 Po Black Maddie.mp3","Blues","Download",1
115,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Tony Burgos & His Swing Shift Orchestra","Swing Now_ East Coast","13 Should I.m4a","Jazz","Download",1
116,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Tony Burgos & His Swing Shift Orchestra","Swing Now_ East Coast","05 Little Brown Jug.m4a","Jazz","Download",1
117,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Tony Burgos & His Swing Shift Orchestra","Swing Now_ East Coast","07 I Get a Kick Out of You.m4a","Jazz","Download",1
118,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Tony Burgos & His Swing Shift Orchestra","Swing Now_ East Coast","03 You're Driving Me Crazy.m4a","Jazz","Download",1
119,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Tony Burgos & His Swing Shift Orchestra","Swing Now_ East Coast","14 A String of Pearls.m4a","Jazz","Download",1
120,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Tony Burgos & His Swing Shift Orchestra","Swing Now_ East Coast","10 Zoot Suit Riot.m4a","Jazz","Download",1
121,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Tony Burgos & His Swing Shift Orchestra","Swing Now_ East Coast","06 You Do Something to Me.m4a","Jazz","Download",1
122,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Tony Burgos & His Swing Shift Orchestra","Swing Now_ East Coast","01 Lullaby of Broadway.m4a","Jazz","Download",1
123,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Tony Burgos & His Swing Shift Orchestra","Swing Now_ East Coast","04 Riding High.m4a","Jazz","Download",1
124,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Tony Burgos & His Swing Shift Orchestra","Swing Now_ East Coast","11 Jump, Jive an' Wail.m4a","Jazz","Download",1
125,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Tony Burgos & His Swing Shift Orchestra","Swing Now_ East Coast","02 Lover.m4a","Jazz","Download",1
126,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Tony Burgos & His Swing Shift Orchestra","Swing Now_ East Coast","08 Wolverine Blues.m4a","Jazz","Download",1
127,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Tony Burgos & His Swing Shift Orchestra","Swing Now_ East Coast","12 Brooklyn Boogie.m4a","Jazz","Download",1
128,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Tony Burgos & His Swing Shift Orchestra","Swing Now_ East Coast","09 Little Girl.m4a","Jazz","Download",1
129,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Cold War Kids","Mine Is Yours (Deluxe Version)","06 Skip the Charades.m4a","Pop","Download",1
130,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Golden Earring","Moontan","04 Radar Love.m4p","Rock","Download",1
131,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Johnny Cash","Classic Country Hits of the 1960s with Songs","05 Ring of Fire.m4a","Country","Download",1
132,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Johnny Cash","Sunday Morning Coming Down","Orange Blossom Special.mp3","Country","Vinyl",1
133,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Johnny Cash","Sunday Morning Coming Down","The Long Black Veil.mp3","Country","Vinyl",1
134,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Johnny Cash","Sunday Morning Coming Down","Don't Think Twice, It's All Right.mp3","Country","Vinyl",1
135,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Johnny Cash","Sunday Morning Coming Down","Green Green Grass Of Home.mp3","Country","Vinyl",1
136,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Johnny Cash","Sunday Morning Coming Down","It Ain't Me Babe.mp3","Country","Vinyl",1
137,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Johnny Cash","Sunday Morning Coming Down","I'm Gonna Try To Be That Way.mp3","Country","Vinyl",1
138,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Johnny Cash","Sunday Morning Coming Down","Understand Your Man.mp3","Country","Vinyl",1
139,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Johnny Cash","Sunday Morning Coming Down","Folsom Prison Blues.mp3","Country","Vinyl",1
140,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Johnny Cash","Sunday Morning Coming Down","If I Were A Carpenter.mp3","Country","Vinyl",1
141,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Johnny Cash","Sunday Morning Coming Down","Sunday Morning Coming Down.mp3","Country","Vinyl",1
142,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Johnny Cash","Sunday Morning Coming Down","Big River.mp3","Country","Vinyl",1
143,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Les McCann","Live At Montreux","04 What's Goin On.mp3","Jazz","Download",1
144,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Les McCann","Live At Montreux","01 Cochisse.mp3","Jazz","Download",1
145,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Les McCann","Live At Montreux","06 Carry On Brother.mp3","Jazz","Download",1
146,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Les McCann","Live At Montreux","08 Compared To What.mp3","Jazz","Download",1
147,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Les McCann","Live At Montreux","07 With These Hands.mp3","Jazz","Download",1
148,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Les McCann","Live At Montreux","03 Price You Gotta Pay.mp3","Jazz","Download",1
149,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Les McCann","Live At Montreux","05 North Carolina.mp3","Jazz","Download",1
150,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Les McCann","Live At Montreux","10 Going Home.mp3","Jazz","Download",1
151,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Les McCann","Live At Montreux","02 Comments.mp3","Jazz","Download",1
152,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Les McCann","Live At Montreux","09 Get Yourself Together.mp3","Jazz","Download",1
153,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Little Eva","The Loco-Motion","01 The Loco-Motion.m4p","Soul","Download",1
154,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Santo And Johnny","50's Rock","Sleep Walk 2.mp3","Rock","Tape",1
155,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Uncle Earl","She Waits for Night","13 Ida Red.m4a","BlueGrass","CD",1
156,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Uncle Earl","She Waits for Night","09 How Long.m4a","BlueGrass","CD",1
157,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Uncle Earl","She Waits for Night","06 Booth Shot Lincoln.mp3","BlueGrass","CD",1
158,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Uncle Earl","She Waits for Night","10 Old Bunch Of Keys.mp3","BlueGrass","CD",1
159,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Uncle Earl","She Waits for Night","07 Willie Taylor.m4a","BlueGrass","CD",1
160,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Uncle Earl","She Waits for Night","08 Sullivans Holow.mp3","BlueGrass","CD",1
