index,"server","path","artist","album","song","genre","type",genre_idx
873,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","John Mayall & The Bluesbreakers","In the Palace of the King (A Tribute to Freddie King)","06 Time to Go.m4p","Blues","Download",1
874,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","John Mayall & The Bluesbreakers","In the Palace of the King (A Tribute to Freddie King)","05 I'd Rather Be Blind.m4p","Blues","Download",1
875,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","John Mayall & The Bluesbreakers","In the Palace of the King (A Tribute to Freddie King)","04 Palace of the King.m4p","Blues","Download",1
876,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","John Mayall & The Bluesbreakers","In the Palace of the King (A Tribute to Freddie King)","09 I Love You More Every Day.m4p","Blues","Download",1
877,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","John Mayall & The Bluesbreakers","In the Palace of the King (A Tribute to Freddie King)","01 You Know That You Love Me.m4p","Blues","Download",1
878,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","John Mayall & The Bluesbreakers","In the Palace of the King (A Tribute to Freddie King)","12 You've Got Me Licked.m4p","Blues","Download",1
879,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","John Mayall & The Bluesbreakers","In the Palace of the King (A Tribute to Freddie King)","14 Living On the Highway.m4p","Blues","Download",1
880,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","John Mayall & The Bluesbreakers","In the Palace of the King (A Tribute to Freddie King)","08 Now I Got a Woman.m4p","Blues","Download",1
881,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","John Mayall & The Bluesbreakers","In the Palace of the King (A Tribute to Freddie King)","02 Goin' Down.m4p","Blues","Download",1
882,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","John Mayall & The Bluesbreakers","In the Palace of the King (A Tribute to Freddie King)","10 Help Me Through the Day.m4p","Blues","Download",1
883,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","John Mayall & The Bluesbreakers","In the Palace of the King (A Tribute to Freddie King)","13 King of the Kings.m4p","Blues","Download",1
884,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","John Mayall & The Bluesbreakers","In the Palace of the King (A Tribute to Freddie King)","07 Big Legged Woman.m4p","Blues","Download",1
885,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","John Mayall & The Bluesbreakers","Padlock On The Blues","08 Parchman Farm.mp3","Blues","Download",1
886,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","John Mayall & The Bluesbreakers","Padlock On The Blues","01 All Your Love.mp3","Blues","Download",1
887,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","John Mayall & The Bluesbreakers","Padlock On The Blues","02 Hideaway.mp3","Blues","Download",1
888,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","John Mayall & The Bluesbreakers","Padlock On The Blues","04 Another Man.mp3","Blues","Download",1
889,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","John Mayall & The Bluesbreakers","Padlock On The Blues","07 Key To Love.mp3","Blues","Download",1
890,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","John Mayall & The Bluesbreakers","Padlock On The Blues","06 What'd I Say.mp3","Blues","Download",1
891,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","John Mayall & The Bluesbreakers","Padlock On The Blues","11 Steppin' Out.mp3","Blues","Download",1
892,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","John Mayall & The Bluesbreakers","Padlock On The Blues","12 It Ain't Right.mp3","Blues","Download",1
893,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","John Mayall & The Bluesbreakers","Padlock On The Blues","13 Lonely Years.mp3","Blues","Download",1
894,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","John Mayall & The Bluesbreakers","Padlock On The Blues","09 Have You Heard.mp3","Blues","Download",1
895,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","John Mayall & The Bluesbreakers","Padlock On The Blues","05 Double Crossin' Time.mp3","Blues","Download",1
896,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","John Mayall & The Bluesbreakers","Padlock On The Blues","03 Little Girl.mp3","Blues","Download",1
897,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","John Mayall & The Bluesbreakers","Padlock On The Blues","10 Ramblin' On My Mind.mp3","Blues","Download",1
898,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","John Mayall & The Bluesbreakers","Padlock On The Blues","14 Bernard Jenkins.mp3","Blues","Download",1
899,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Asleep At the Wheel","Asleep At the Wheel (Live)","03 House of Blue Lights (Live).m4a","TexMex","Download",1
900,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Asleep At the Wheel","Asleep At the Wheel (Live)","01 Get Your Kicks On Route 66 (Live).m4a","TexMex","Download",1
901,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Asleep At the Wheel","Asleep At the Wheel Remembers the Alamo","04 Ballad of the Alamo (feat. Tosca String Quartet).m4a","TexMex","Download",1
902,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Asleep At the Wheel","Asleep At the Wheel Remembers the Alamo","02 Green Leaves of Summer (feat. Tosca String Quartet).m4a","TexMex","Download",1
903,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Asleep At the Wheel","The Very Best of Asleep At the Wheel (Re-Recorded Versions)","13 Boogie Back to Texas (Re-Recorded) [feat. Ray Benson].m4a","TexMex","Download",1
904,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Asleep At the Wheel","The Very Best of Asleep At the Wheel (Re-Recorded Versions)","09 Choo Choo Ch'Boogie (Re-Recorded) [feat. Ray Benson].m4a","TexMex","Download",1
905,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Asleep At the Wheel","The Very Best of Asleep At the Wheel (Re-Recorded Versions)","07 Miles and Miles of Texas (Re-Recorded) [feat. Ray Benson].m4a","TexMex","Download",1
906,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Thelonious Monk Quartet With John Coltrane","At Carnegie Hall","04 Nutty.mp3","Jazz","CD",1
907,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Thelonious Monk Quartet With John Coltrane","At Carnegie Hall","09 Epistrophy [Incomplete].mp3","Jazz","CD",1
908,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Thelonious Monk Quartet With John Coltrane","At Carnegie Hall","07 Sweet & Lovely.mp3","Jazz","CD",1
909,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Thelonious Monk Quartet With John Coltrane","At Carnegie Hall","01 Monk's Mood.mp3","Jazz","CD",1
910,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Thelonious Monk Quartet With John Coltrane","At Carnegie Hall","02 Evidence.mp3","Jazz","CD",1
911,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Thelonious Monk Quartet With John Coltrane","At Carnegie Hall","05 Epistrophy.mp3","Jazz","CD",1
912,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Thelonious Monk Quartet With John Coltrane","At Carnegie Hall","08 Blue Monk.mp3","Jazz","CD",1
913,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Thelonious Monk Quartet With John Coltrane","At Carnegie Hall","06 Bye-Ya.mp3","Jazz","CD",1
914,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Thelonious Monk Quartet With John Coltrane","At Carnegie Hall","03 Crepuscule With Nellie.mp3","Jazz","CD",1
915,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","The Yardbirds","Over Under Sideways Down _ Roger the Engineer (Remastered)","05 Rack My Mind.m4a","Rock","Download",1
916,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","The Yardbirds","Over Under Sideways Down _ Roger the Engineer (Remastered)","03 The Nazz Are Blue.m4a","Rock","Download",1
917,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","The Yardbirds","Over Under Sideways Down _ Roger the Engineer (Remastered)","02 Over Under Sideways Down.m4a","Rock","Download",1
918,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","The Yardbirds","The Ultimate Collection","03 My Girl Sloopy.m4p","Rock","Download",1
919,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","The Yardbirds","The Ultimate Collection","13 Like Jimmy Reed Again.m4p","Rock","Download",1
920,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","The Yardbirds","The Ultimate Collection","02 Got To Hurry (Alternate Version Take 4).mp3","Rock","Download",1
921,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","The Yardbirds","The Ultimate Collection","11 Shapes of Things.m4a","Rock","Download",1
922,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","The Yardbirds","The Ultimate Collection","08 Jeff's Blues (Alternate Version).mp3","Rock","Download",1
923,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","The Yardbirds","The Ultimate Collection","06 Got to Hurry (Alternate Version, Take 4).m4p","Rock","Download",1
924,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","The Yardbirds","The Ultimate Collection","05 Shapes Of Things.mp3","Rock","Download",1
925,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","The Yardbirds","The Ultimate Collection","04 Jeff's Blues (Alternate Version) [Take 1].m4p","Rock","Download",1
926,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","The Yardbirds","The Ultimate Collection","12 Who Do You Love (Live).m4p","Rock","Download",1
927,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","The Yardbirds","The Ultimate Collection","15 Five Long Years (Live).m4p","Rock","Download",1
928,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","The Yardbirds","The Ultimate Collection","07 Heart Full of Soul.m4p","Rock","Download",1
929,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","The Yardbirds","The Ultimate Collection","01 For Your Love.m4p","Rock","Download",1
930,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","The Yardbirds","The Ultimate Collection","10 Who Do You Love (Live).mp3","Rock","Download",1
931,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","The Yardbirds","The Ultimate Collection","14 Let It Rock (Live).m4p","Rock","Download",1
932,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","The Yardbirds","The Ultimate Collection","09 My Girl Sloopy.mp3","Rock","Download",1
933,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","ZZ Top","Eliminator","09 Sharp Dressed Man.mp3","Rock","Tape",1
934,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","ZZ Top","Eliminator","06 Bad Girl.mp3","Rock","Tape",1
935,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","ZZ Top","Eliminator","08 Got Me Under Pressure.mp3","Rock","Tape",1
936,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","ZZ Top","Eliminator","04 Dirty Dog.mp3","Rock","Tape",1
937,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","ZZ Top","Eliminator","03 TV Dinners.mp3","Rock","Tape",1
938,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","ZZ Top","Eliminator","11 I Got the Six.mp3","Rock","Tape",1
939,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","ZZ Top","Eliminator","10 I Need You Tonight.mp3","Rock","Tape",1
940,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","ZZ Top","Eliminator","02 Thug.mp3","Rock","Tape",1
941,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","ZZ Top","Eliminator","01 Legs.mp3","Rock","Tape",1
942,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","ZZ Top","Eliminator","05 If I Could Only Flag Her Down.mp3","Rock","Tape",1
943,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","ZZ Top","Eliminator","07 Gimme All Your Lovin'.mp3","Rock","Tape",1
944,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","ZZ Top","Greatest Hits","11 Got Me Under Pressure.m4a","Rock","Download",1
945,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","ZZ Top","Greatest Hits","04 Tush.m4a","Rock","Download",1
946,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","ZZ Top","Tres Hombres","08 La Grange.m4a","Rock","Download",1
947,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","R.E.M.","Oh My Heart - Single","01 Oh My Heart.m4a","Rock","Download",1
948,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","R.E.M.","In Time - The Best of R.E.M. 1988-2003","15 All the Right Friends.m4a","Rock","Download",1
949,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","R.E.M.","In Time - The Best of R.E.M. 1988-2003","17 At My Most Beautiful.m4a","Rock","Download",1
950,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","R.E.M.","In Time - The Best of R.E.M. 1988-2003","10 Daysleeper.m4a","Rock","Download",1
951,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","R.E.M.","In Time - The Best of R.E.M. 1988-2003","14 Electrolite.m4a","Rock","Download",1
952,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","R.E.M.","In Time - The Best of R.E.M. 1988-2003","13 Stand.m4a","Rock","Download",1
953,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","R.E.M.","In Time - The Best of R.E.M. 1988-2003","06 Losing My Religion.m4a","Rock","Download",1
954,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","R.E.M.","In Time - The Best of R.E.M. 1988-2003","18 Nightswimming.m4a","Rock","Download",1
955,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","R.E.M.","In Time - The Best of R.E.M. 1988-2003","02 The Great Beyond.m4a","Rock","Download",1
956,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","R.E.M.","In Time - The Best of R.E.M. 1988-2003","01 Man on the Moon.m4a","Rock","Download",1
957,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","R.E.M.","In Time - The Best of R.E.M. 1988-2003","09 Imitation of Life.m4a","Rock","Download",1
958,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","R.E.M.","In Time - The Best of R.E.M. 1988-2003","12 The Sidewinder Sleeps Tonite.m4a","Rock","Download",1
959,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","R.E.M.","In Time - The Best of R.E.M. 1988-2003","07 E-Bow the Letter.m4a","Rock","Download",1
960,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","R.E.M.","In Time - The Best of R.E.M. 1988-2003","11 Animal.m4a","Rock","Download",1
961,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","R.E.M.","In Time - The Best of R.E.M. 1988-2003","04 What's the Frequency, Kenneth_.m4a","Rock","Download",1
962,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","R.E.M.","In Time - The Best of R.E.M. 1988-2003","05 All the Way to Reno.m4a","Rock","Download",1
963,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","R.E.M.","In Time - The Best of R.E.M. 1988-2003","08 Orange Crush.m4a","Rock","Download",1
964,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","R.E.M.","In Time - The Best of R.E.M. 1988-2003","16 Everybody Hurts.m4a","Rock","Download",1
965,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","R.E.M.","In Time - The Best of R.E.M. 1988-2003","03 Bad Day.m4a","Rock","Download",1
966,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","R.E.M.","Collapse Into Now","05 It Happened Today.mp3","Rock","CD",1
967,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","R.E.M.","Collapse Into Now","03 Uberlin.mp3","Rock","CD",1
968,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","R.E.M.","Collapse Into Now","11 Me, Marlon Brando, Marlon Brando And I.mp3","Rock","CD",1
969,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","R.E.M.","Collapse Into Now","08 Walk It Back.mp3","Rock","CD",1
970,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","R.E.M.","Collapse Into Now","06 Every Day Is Yours To Win.mp3","Rock","CD",1
971,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","R.E.M.","Collapse Into Now","02 All The Best.mp3","Rock","CD",1
972,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","R.E.M.","Collapse Into Now","04 Oh My Heart.mp3","Rock","CD",1
973,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","R.E.M.","Collapse Into Now","01 Discoverer.mp3","Rock","CD",1
974,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","R.E.M.","Collapse Into Now","10 That Someone Is You.mp3","Rock","CD",1
975,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","R.E.M.","Collapse Into Now","09 Alligator Aviator Autopilot Antimatter.mp3","Rock","CD",1
976,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","R.E.M.","Collapse Into Now","07 Mine Smell Like Honey.mp3","Rock","CD",1
977,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","R.E.M.","Collapse Into Now","12 Blue.mp3","Rock","CD",1
978,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Gregg Allman","Low Country Blues","01 Floating Bridge.mp3","Blues","CD",1
979,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Gregg Allman","Low Country Blues","05 Blind Man.mp3","Blues","CD",1
980,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Gregg Allman","Low Country Blues","08 I Believe I'll Go Back Home.mp3","Blues","CD",1
981,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Gregg Allman","Low Country Blues","12 Rolling Stone.mp3","Blues","CD",1
982,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Gregg Allman","Low Country Blues","07 Please Accept My Love.mp3","Blues","CD",1
983,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Gregg Allman","Low Country Blues","03 Devil Got My Woman.mp3","Blues","CD",1
984,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Gregg Allman","Low Country Blues","06 Just Another Rider.mp3","Blues","CD",1
985,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Gregg Allman","Low Country Blues","11 Checking On My Baby.mp3","Blues","CD",1
986,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Gregg Allman","Low Country Blues","02 Little By Little.mp3","Blues","CD",1
987,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Gregg Allman","Low Country Blues","04 I Can't Be Satisfied.mp3","Blues","CD",1
988,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Gregg Allman","Low Country Blues","10 My Love Is Your Love.mp3","Blues","CD",1
989,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Gregg Allman","Low Country Blues","09 Tears, Tears, Tears.mp3","Blues","CD",1
990,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Gregg Allman","Just Another Rider","01 Just Another Rider.m4a","Blues","Download",1
991,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Harry Belafonte","This Is Harry Belafonte","03 Shenandoah.mp3","Pop","Vinyl",1
992,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Harry Belafonte","This Is Harry Belafonte","07 Turn Around.mp3","Pop","Vinyl",1
993,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Harry Belafonte","This Is Harry Belafonte","17 Jamaica Farewell.mp3","Pop","Vinyl",1
994,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Harry Belafonte","This Is Harry Belafonte","11 Day O.mp3","Pop","Vinyl",1
995,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Harry Belafonte","This Is Harry Belafonte","14 Glory Manger.mp3","Pop","Vinyl",1
996,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Harry Belafonte","This Is Harry Belafonte","05 Those Three Are On My Mind.mp3","Pop","Vinyl",1
997,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Harry Belafonte","This Is Harry Belafonte","04 Sit Down.mp3","Pop","Vinyl",1
998,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Harry Belafonte","This Is Harry Belafonte","12 Delia.mp3","Pop","Vinyl",1
999,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Harry Belafonte","This Is Harry Belafonte","01 My Old Paint.mp3","Pop","Vinyl",1
1000,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Harry Belafonte","This Is Harry Belafonte","13 False Love.mp3","Pop","Vinyl",1
1001,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Harry Belafonte","This Is Harry Belafonte","09 Betty An' Dupree.mp3","Pop","Vinyl",1
1002,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Harry Belafonte","This Is Harry Belafonte","18 Jump Down Spin Around.mp3","Pop","Vinyl",1
1003,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Harry Belafonte","This Is Harry Belafonte","16 Hole In The Bucket.mp3","Pop","Vinyl",1
1004,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Harry Belafonte","This Is Harry Belafonte","08 Bald headed Woman.mp3","Pop","Vinyl",1
1005,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Harry Belafonte","This Is Harry Belafonte","02 Scarlet Ribbons.mp3","Pop","Vinyl",1
1006,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Harry Belafonte","This Is Harry Belafonte","06 Try To Remember.mp3","Pop","Vinyl",1
1007,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Harry Belafonte","This Is Harry Belafonte","10 Danny Boy.mp3","Pop","Vinyl",1
1008,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Harry Belafonte","This Is Harry Belafonte","19 Mangwene Mpulele.mp3","Pop","Vinyl",1
1009,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Harry Belafonte","This Is Harry Belafonte","15 Here Rattler Here.mp3","Pop","Vinyl",1
1010,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Harry Belafonte","This Is Harry Belafonte","20 Matilda.mp3","Pop","Vinyl",1
1011,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Tom Petty & The Heartbreakers","Southern Accents","04 Southern Accents.mp3","Rock","CD",1
1012,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Tom Petty & The Heartbreakers","Southern Accents","03 Don't Come Around Here No More.mp3","Rock","CD",1
1013,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Tom Petty & The Heartbreakers","Southern Accents","02 It Ain't Nothin' To Me.mp3","Rock","CD",1
1014,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Tom Petty & The Heartbreakers","Southern Accents","01 Rebels.mp3","Rock","CD",1
1015,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Tom Petty & The Heartbreakers","Southern Accents","05 Make It Better (Forget About Me).mp3","Rock","CD",1
1016,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Tom Petty & The Heartbreakers","Southern Accents","07 Dogs On The Run.mp3","Rock","CD",1
1017,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Tom Petty & The Heartbreakers","Southern Accents","06 Spike.mp3","Rock","CD",1
1018,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Tom Petty & The Heartbreakers","Southern Accents","09 The Best Of Everything.mp3","Rock","CD",1
1019,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Tom Petty & The Heartbreakers","Southern Accents","08 Mary's New Car.mp3","Rock","CD",1
1020,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Tom Petty & The Heartbreakers","Tom Petty & The Heartbreakers","08 Mystery Man.mp3","Rock","download",1
1021,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Monsters Of Folk","Monsters Of Folk","14 Sandman, The Brakeman And Me.mp3","Folk","CD",1
1022,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Monsters Of Folk","Monsters Of Folk","15 His Master's Voice.mp3","Folk","CD",1
1023,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Monsters Of Folk","Monsters Of Folk","11 Losin Yo Head.mp3","Folk","CD",1
1024,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Monsters Of Folk","Monsters Of Folk","03 Whole Lotta Losin'.mp3","Folk","CD",1
1025,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Monsters Of Folk","Monsters Of Folk","10 Slow Down Jo.mp3","Folk","CD",1
1026,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Monsters Of Folk","Monsters Of Folk","08 Goodway.mp3","Folk","CD",1
1027,"OSXAir.home","/Users/rduvalwa2/Music/iTunes/iTunes Music/Music","Monsters Of Folk","Monsters Of Folk","09 Ahead Of The Curve.mp3","Folk","CD",1
