cover_idx,"album_cover","album","description"
1717,"Jewel_Picking Up The Pieces.jpg","Picking Up The Pieces","No description"
1718,"EiienJewel_SeaOfTears.jpg","Sea Of Tears","No description"
1720,"EilenJewell Letters from Sinners & Strangers.jpg","Letters from Sinners & Strangers","No description"
1721,"Supremes_Gold.jpg","Gold [Disc 1]","No description"
1722,"Supremes_Gold.jpg","Gold [Disc 2]","No description"
1723,"HumblePie_Smokin'.jpg","Smokin'","No description"
1724,"HumblePie Town and Country (Bonus Track Version).jpg","Town and Country (Bonus Track Version)","No description"
1725,"Tumbling Tumbleweeds (10 Timeless Western Songs).jpg","Tumbling Tumbleweeds (10 Timeless Western Songs)","No description"
1726,"Cool Cool Water.jpg","Cool Cool Water","No description"
1727,"Cool Cool Water.jpg","Cool Cool Water","No description"
1728,"Steve Goodman.jpg","Steve Goodman","No description"
1729,"Steve Goodman Jessie.jpg","Jessies Jig-Words We Can Dance To","No description"
1730,"MavisMaples_Only_For_Lonely.jpg","Only For The Lonely","No description"
1731,"MavisStaples You Are Not Alone - Single.jpg","You Are Not Alone - Single","No description"
1732,"JJCale_Role_On.jpg","Roll On","No description"
1733,"JJ_Cale.jpg","The Definitive Collection","No description"
1734,"BBKing_LiveAtRegal.jpg","Live At The Regal","No description"
1735,"BBKing Cook County Jail.jpg","Live In Cook County Jail","No description"
1736,"Donovan_From_the_Garden.jpeg","A Gift From A Flower To A Garden","No description"
1737,"Donovan Sunshine Superman.jpg","Sunshine Superman","No description"
1738,"LouReed_NewYork.jpg","New York","No description"
1739,"LouReed Transformer.jpg","Transformer","No description"
1740,"JimmyWitherspoon_LiveAt1972MontereyJazz Festival.jpg","Live At the 1972 Monterey Jazz Festival (feat. Robben Ford)","No description"
1741,"Chick_Corea_Expressions.jpg","Expressions","No description"
1742,"ChickCorea Light As a Feather.jpg","Light As a Feather","No description"
1743,"DaveBrubeck_Take5.jpg","Take Five","No description"
1744,"Brubeck_back home.jpg","Back Home","No description"
1745,"Neil Diamond Collection.jpg","The Neil Diamond Collection","No description"
1746,"The Neil Diamond The Collection.jpg","All-Time Greatest Hits","No description"
1747,"RobertaFlack_FirstTake.jpg","First Take","No description"
1748,"RobertaFlack Killing Me Softly.jpg","Killing Me Softly","No description"
1749,"Charlie Rich.bmp","Every Time You Touch Me","No description"
1750,"CharlieRich_Best Of Charlie Rich.bmp","Best of Charlie Rich","No description"
1751,"The Animals Original Hits.jpg","The Animals Original Hits","No description"
1752,"The Best of Eric Burdon and the Animals (1966-1968).jpg","The Best of Eric Burdon and the Animals (1966-1968)","No description"
1753,"GladysNight Gold.jpg","Gold [Disc 2]","No description"
1754,"GladysNight Gold.jpg","Gold [Disc 1]","No description"
1755,"PeteSeeger&ArloGuthrie .jpg","Together In Concert","No description"
1756,"PeteSeeger&ArloGuthrie .jpg","Pete Seeger & Arlo Guthrie - Together In Concert","No description"
1757,"Alice's Restaurant.jpg","Alice's Restaurant","No description"
1758,"Running Down The Road.jpg","Running Down The Road","No description"
1759,"Q_ Are We Not Men_ A_ We Are Devo! [Deluxe Remastered Edition].jpg","Q_ Are We Not Men_ A_ We Are Devo! [Deluxe Remastered Edition]","No description"
1760,"Devo_FreedomOfChoice.jpg","Freedom Of Choice [Deluxe Remastered Edition]","No description"
1761,"TexasTornados_Zone of Our Own.jpg","Zone of Our Own","No description"
1762,"Texas Tornados_Live from Austin, TX_.jpg","Live from Austin, TX_ Texas Tornados","No description"
1763,"Not Fragile.jpg","Not Fragile","No description"
1764,"The Definitive Collection Bachman-Turner Overdrive.jpg","The Definitive Collection Bachman-Turner Overdrive","No description"
1765,"PaulSimon_Graceland.jpg","Graceland_ The Remixes","No description"
1766,"PaulSimon The Afterlife - Single.jpg","The Afterlife - Single","No description"
1767,"Gerry & The Pacemakers.jpg","Gerry & The Pacemakers","No description"
1768,"The Best of Gerry & The Pacemakers.jpg","The Best of Gerry & The Pacemakers","No description"
1769,"JameBrown_50thAnniverary.jpg","The 50th Anniversary Collection [Disc 1]","No description"
1770,"JameBrown_50thAnniverary.jpg","The 50th Anniversary Collection [Disc 2]","No description"
1771,"Mathews Reynolds Live At Radio City.jpg","Live At Radio City [Disc 1]","No description"
1772,"Mathews Reynolds Live At Radio City.jpg","Live At Radio City [Disc 2]","No description"
1773,"The Best of Booker T & The MGs.jpg","The Best of Booker T & The MGs","No description"
1774,"BookerT.&theMG'sGreenOnions.jpg","Green Onions","No description"
1775,"The Best of Canned Heat.jpg","The Best of Canned Heat","No description"
1776,"Harry Nilsson Personal Best.jpg","Personal Best - The Harry Nilsson Anthology","No description"
1777,"Nilsson Schmilsson.png","Nilsson Schmilsson (Remastered)","No description"
1778,"PeterPaulMary_See What Tomorrow Brings.jpg","See What Tomorrow Brings","No description"
1779,"The Very Best of Peter, Paul and Mary.jpg","The Very Best of Peter, Paul and Mary","No description"
1780,"DaveBruebeck_NewWine.jpg","New Wine","No description"
1781,"DaveBrubeck Octet.jpg","Dave Brubeck Octet","No description"
1782,"TheCars_Move_Like_This_album_cover.jpg","Move Like This","No description"
1783,"TheCars Complete Greatest Hits.jpg","Complete Greatest Hits","No description"
1784,"The Essential Teddy Pendergrass.jpg","The Essential Teddy Pendergrass [Disc 1]","No description"
1785,"The Essential Teddy Pendergrass.jpg","The Essential Teddy Pendergrass [Disc 2]","No description"
1786,"Pretenders_The_Pretenders_Alone.jpg","Alone","No description"
1787,"Pretenders_BreakUpcon.jpg","Break Up The Concrete","No description"
1788,"PearlJam-Vs.jpg","Vs_","No description"
1789,"PearlJam_Yield.jpg","Yield","No description"
1790,"Knack Get The Knack.jpg","Get The Knack","No description"
1791,"Knack My Sharona _ Good Girls Don't (Re-Recorded) - Single.jpg","My Sharona _ Good Girls Don't (Re-Recorded) - Single","No description"
1793,"JamesGangGreatestHits.jpg","James Gang_ Greatest Hits","No description"
1794,"JamesGang_Funk300.jpg","16 Greatest Hits","No description"
1795,"ChrisRobinson If You Lived Here, You Would Be Home By Now [EP].jpg","If You Lived Here, You Would Be Home By Now [EP]","No description"
1796,"ChrisRobinson Any Way You Love, We Know How You Feel.jpg","Any Way You Love, We Know How You Feel","No description"
1797,"MarkLanegan_Imatations.jpg","Imitations","No description"
1798,"MarkLanegan More Oar_ A Tribute to the Skip Spence Album.jpg","More Oar_ A Tribute to the Skip Spence Album","No description"
1799,"Bob Seger Ride Out [Deluxe].jpg","Ride Out [Deluxe]","No description"
1800,"Bob Seger Greatest Hits.jpg","Bob Seger Greatest Hits","No description"
1801,"Pat Benatar Greatest Hits.jpg","Pat Benatar Greatest Hits","No description"
1802,"ThePolice_TheClassics.jpg","Every Breath You Take_ The Classics","No description"
1803,"The Police (Remastered).jpg","The Police (Remastered)","No description"
1804,"aliceCooper The Last Temptation.jpg","The Last Temptation","No description"
1805,"Alice Cooper's Greatest Hits.jpg","Alice Cooper's Greatest Hits","No description"
1806,"A Wagner Concert.jpg","A Wagner Concert","No description"
1807,"Bernstein Conducts Wagner.jpeg","Bernstein Conducts Wagner","No description"
1808,"Wagner Through the Ages.jpg","Wagner Through the Ages","No description"
1809,"The Traveling Kind.jpg","The Traveling Kind","No description"
1810,"Harris Crowell Old Yellow Moon.jpg","Old Yellow Moon","No description"
1811,"JerryLeeLewisI Jerry Lee's Greatest.jpg","Jerry Lee's Greatest","No description"
1812,"JerryLeeLewisI Am What I Am.jpg","I Am What I Am","No description"
1813,"Cody and Lost Planet Lost in the Ozone.jpg","Lost in the Ozone","No description"
1814,"Commander Cody & His Lost Planet Airmen.jpg","Commander Cody & His Lost Planet Airmen","No description"
1815,"PaulMcCartney Ram.jpg","Ram","No description"
1816,"PaulMcCartney Ram.jpg","Ram [Disc 2]","No description"
1817,"JohnnyCash_SundayMorning.jpg","Sunday Morning Coming Down","No description"
1818,"Classic Country Hits of the 1960s with Songs.jpg","Classic Country Hits of the 1960s with Songs","No description"
1819,"Elvis's Christmas Album.jpg","Elvis's Christmas Album","No description"
1820,"The Essential Elvis Presley (Remastered).jpg","The Essential Elvis Presley (Remastered)","No description"
1821,"BlueOysterCult_The_Essential.jpg","The Essential Blue Oyster Cult","No description"
1822,"BlueOysterCult_Imaginos.jpg","Imaginos","No description"
1823,"Marvin Gaye's Greatest Hist.jpg","Marvin Gaye's Greatest Hits","No description"
1824,"Marvin Gaye_ Gold.jpg","Marvin Gaye_ Gold","No description"
1825,"JanisJoplin_greatesthits.jpg","Janis Joplin's Greatest Hits [10 Tracks]","No description"
1826,"JanisJoplin_supeHit_Joplin.jpg","Super Hits Janis Joplin","No description"
1827,"JanisJoplin Pearl.jpg","Pearl","No description"
1828,"Jaco_BirthdayConcert.jpg","The Birthday Concert","No description"
1829,"JACO Original Soundtrack.jpg","JACO Original Soundtrack","No description"
1830,"Cheiftains Down The Old Plank Road_ The Nashville Sessions.jpg","The Bells Of Dublin","No description"
1831,"Cheiftains Down The Old Plank Road_ The Nashville Sessions.jpg","Down The Old Plank Road_ The Nashville Sessions","No description"
1832,"Cheiftains The Bells Of Dublin.jpg","The Bells Of Dublin","No description"
1833,"U2 Songs of Innocence.jpg","Songs of Innocence","No description"
1834,"U2 18 Singles (Deluxe Version).jpg","U218 Singles (Deluxe Version)","No description"
1835,"JohnLeeHooker Live at the Cafe au-Go-Go (and Soledad Prison).jpg","Live at the Cafe au-Go-Go (and Soledad Prison)","No description"
1836,"JohnLeeHooker Urban Blues (Bonus Track Version).jpg","Urban Blues (Bonus Track Version)","No description"
1837,"muddy waters boot leg.jpg","Authorized Bootleg - Fillmore Auditorium, San Francisco Nov. 4-6 1966","No description"
1838,"MuddyWaters Hard Again.jpg","Hard Again","No description"
1839,"DavidAllanCoe 20 All-Time Greatest Hits.jpg","20 All-Time Greatest Hits","No description"
1840,"DavidAllenCoe_TheEssential.jpg","The Essential David Allan Coe","No description"
1841,"GunsnRosesAppetiteforDestructionalbumcover.jpg","Appetite For Destruction","No description"
1842,"GunsNRoses Greatest Hits Guns N' Roses.jpg","Greatest Hits Guns N' Roses","No description"
1843,"Bozz Scaggs Silk Degrees.jpg","Silk Degrees","No description"
1844,"Bozz Scaggs Greatest Hits.jpg","Bozz Scaggs Hits","No description"
1845,"Bill Withers Still Bill.jpg","Still Bill [Bonus Tracks]","No description"
1846,"Bill Withers Hits.jpg","Bill Withers' Greatest Hits","No description"
1847,"60's Jukebox Hits - Vol. 3.jpg","60's Jukebox Hits - Vol. 3","No description"
1848,"The Sunshine Collection.jpg","The Sunshine Collection","No description"
1849,"NorthMissAllstars 51 Phantom.jpg","51 Phantom","No description"
1850,"NorthMissAllstars Shake Hands With Shorty.jpg","Shake Hands With Shorty","No description"
1851,"MichealBrecker_MichealBrecker.jpg","Michael Brecker","No description"
1852,"Brecker_City Scape.jpg","CityScape","No description"
1853,"Shadows The Platinum Collection.jpg","The Platinum Collection","No description"
1854,"Shadows The Final Tour (Live).jpg","The Final Tour (Live)","No description"
1855,"ChuckBerry The Anthology.jpg","The Anthology","No description"
1856,"chuck_berry.jpg","The Best of Chuck Berry","No description"
1857,"TheSpinners_DefinitiveSoul.jpg","The Definitive Soul Collection Of The Spinners [Disc 1]","No description"
1858,"TheSpinners_DefinitiveSoul.jpg","The Definitive Soul Collection Of The Spinners [Disc 2]","No description"
1859,"Lester-Young-Mean-To-Me.jpg","Mean To Me","No description"
1860,"LesterYoung_Pres.jpeg","Pres","No description"
1861,"LesterYoung_WithOscar.jpg","Lester Young With The Oscar Peterson Trio","No description"
1862,"Cameo Parkway: The Best of ? & the Mysterians, 1966-1967.jpeg","The Best Of _ & The Mysterians_ Cameo Parkway 1966-1967","No description"
1863,"Cameo Parkway: The Best of ? & the Mysterians, 1966-1967.jpeg","Cameo Parkway_ The Best of _ & the Mysterians, 1966-1967","No description"
1864,"20th Century Masters - The Millennium Collection_ Wayne Fontana & The Mindbenders.jpg","20th Century Masters - The Millennium Collection_ Wayne Fontana & The Mindbenders","No description"
1865,"HotTuna.jpg","Hot Tuna","No description"
1866,"LesMcCannEddieHarris_Swiss Movement.jpg","Swiss Movement","No description"
1867,"KeithRichards_Crosseyed Heart.jpg","Crosseyed Heart","No description"
1868,"IsaacHayes_greatest_singles.jpg","Isaac Hayes Greatest Hit Singles","No description"
1869,"MichaelMurphey_CowBoysongs.jpg","Cowboy Songs 3","No description"
1870,"EddirVedder Longing to Belong - Single.jpg","Longing to Belong - Single","No description"
1871,"Prince_PurpleRain.jpg","Purple Rain","No description"
1872,"BlueSwede Hooked On a Feeling - Single.jpg","Hooked On a Feeling - Single","No description"
1873,"byrds_superhits.jpg","Super Hits The Byrds","No description"
1874,"lennyKravitz.jpg","LENNY KRAVITZ GREATEST HITS","No description"
1875,"Billy Joel 52nd Street.jpg","52nd Street","No description"
1876,"LogginsAndMessina.jpg","Loggins And Messina","No description"
1877,"LittleDragon Ritual Union.jpg","Ritual Union","No description"
1878,"Wild Planet.jpg","Wild Planet","No description"
1879,"DelShannon Little Town Flirt.jpg","Little Town Flirt","No description"
1880,"AverageWhite Person to Person (Live).jpg","Person to Person (Live)","No description"
1881,"AverageWhite Person to Person (Live).jpg","Person to Person (Live)","No description"
1882,"Bill Perry Fire It Up.jpg","Fire It Up","No description"
1883,"The Best of the Fortunes (Rerecorded Version).jpg","The Best of the Fortunes (Rerecorded Version)","No description"
1884,"LinkinPark_Recharged.jpg","Recharged","No description"
1885,"John Fahey Leo Kottke Peter Lang.jpg","Leo Kottke-John Fahey-Peter Lang","No description"
1886,"StanGetz_CaptainMarvel.jpg","Captain Marvel","No description"
1887,"JohnDenver_BestOfLive.jpeg","The Best Of John Denver Live","No description"
1888,"The Ultimate Peter and Gordon.jpg","The Ultimate Peter and Gordon","No description"
1889,"Bill Monroe1964.jpeg","Live 1964","No description"
1890,"TheMonkees_Hits.jpg","The Monkees Greatest Hits","No description"
1891,"DellaMae This World Oft Can Be.jpg","This World Oft Can Be","No description"
1892,"Rhino Hi-Five_ Tommy James & the Shondells - EP.jpg","Rhino Hi-Five_ Tommy James & the Shondells - EP","No description"
1893,"Gustav Hoist The Planets - suite.jpg","The Planets - suite","No description"
1894,"Desmond Dekker.jpg","Desmond Dekker_ Israelites - The Best of Desmond Dekker","No description"
1895,"HankWilliams.jpg","24 of Hank Williams' Greatest Hits","No description"
1896,"It's My Party_ The Mercury Anthology.jpg","It's My Party_ The Mercury Anthology","No description"
1897,"The Chi-Lites_ 20 Greatest Hits.jpg","The Chi-Lites_ 20 Greatest Hits","No description"
1898,"The Very Best of... The Searchers.jpg","The Very Best of... The Searchers","No description"
1899,"Monk_Criss Cross.jpg","Criss Cross","No description"
1900,"JohnMellencamp_NothingLikeIPlanned.jpg","Nothing Like I Planned Greatst Hits Vol. 3","No description"
1901,"Brenda Lee.jpeg","The Definitive Collection Brenda Lee","No description"
1902,"The Definitive Collection of Boxcar Willie (Live).jpg","The Definitive Collection of Boxcar Willie (Live)","No description"
1903,"Fragile Bird - Single.jpg","Fragile Bird - Single","No description"
1904,"Redemption Song - Single.jpg","Redemption Song - Single","No description"
1905,"Troggs_Wild_Thing.png","Wild Thing","No description"
1906,"ThreeDogNight_The_Bestof3DogNight.jpg","Best Of Three Dog Night","No description"
1907,"The Very Best of Ram Jam.jpg","The Very Best of Ram Jam","No description"
1908,"Get Together_ The Essential Youngbloods.jpg","Get Together_ The Essential Youngbloods","No description"
1909,"There's Gonna Be a Storm - The Complete Recordings 1966-1969.jpg","There's Gonna Be a Storm - The Complete Recordings 1966-1969","No description"
1910,"hair_music.jpg","Hair","No description"
1911,"Lulu To Sir With Love.jpg","To Sir With Love","No description"
1912,"Anthology Kenny Rogers & The First Edition.jpg","Anthology Kenny Rogers & The First Edition","No description"
1913,"Madeleine Peyroux The Blue Room.jpg","The Blue Room","No description"
1914,"Patsy Cline's Greatest Hits (Remastered).jpg","Patsy Cline's Greatest Hits (Remastered)","No description"
1915,"Amazulu Montego Bay.jpg","Montego Bay","No description"
1916,"Marsalis_UpwardSpiral.jpg","Upward Spiral","No description"
1917,"SteveMillerBand_Greatest_Hits-1974-78.jpg","Greatest Hits_ 1974-1978","No description"
1918,"BobMarley Legend (Remastered).jpg","Legend (Remastered)","No description"
1919,"JasonIsbell_The Nashville Sound.jpg","The Nashville Sound","No description"
1920,"DierksBentley Up On the Ridge.jpg","Up On the Ridge","No description"
1921,"A Sleep With No Dreaming - Single.jpg","A Sleep With No Dreaming - Single","No description"
1922,"FatsWaller_TheVeryBest.jpg","Fats Waller_ Very Best of Fats Waller","No description"
1923,"FatsWaller_TheVeryBest.jpg","Fats Waller_ Very Best of Fats Waller","No description"
1924,"HerbAlbert_LonelyBull.jpg","The Lonely Bull","No description"
1925,"Sounds of Tarantino.jpg","Sounds of Tarantino","No description"
1926,"Pointer_Sisters_Breakout.jpg","Breakout","No description"
