cover_idx,"album_cover","album","description"
1010,"eric_clapton_noreasontocry.jpg","No Reason To Cry","No description"
1011,"CreamOfClapton.jpg","The Cream Of Clapton","No description"
1012,"EricClapton_RidingWithTheKing.jpg","Riding With The King","No description"
1013,"EricClapton_Live From Madison Square Garden [Disc 1].jpg","Live From Madison Square Garden [Disc 2]","No description"
1014,"EricClapton_Live From Madison Square Garden [Disc 1].jpg","Live From Madison Square Garden [Disc 1]","No description"
1015,"EricClapton_JJCale.jpg","Live In San Diego With Special Guest JJ Cale Disc 1","No description"
1016,"EricClapton_JJCale.jpg","Live In San Diego With Special Guest JJ Cale Disc 2","No description"
1017,"JJCale_The_Road_to_Escondido.jpg","The Road To Escondido","No description"
1018,"Wynton Marsalis & Eric Clapton Play the Blues (Live from Jazz At Lincoln Center).jpg","Wynton Marsalis & Eric Clapton Play the Blues (Live from Jazz At Lincoln Center)","No description"
1019,"Bob_Dylan Modern Times.jpg","Modern Times","No description"
1020,"BobDylan Bob Dylan.jpg","Bob Dylan","No description"
1021,"Nashville Skyline.jpg","Nashville Skyline","No description"
1022,"Love and Theft.jpg","Love And Theft","No description"
1023,"World Gone Wrong.jpg","World Gone Wrong","No description"
1024,"Time Out Of Mind.jpg","Time Out Of Mind","No description"
1025,"The Times Are A Changin.jpg","Time They Are A-Changin","No description"
1026,"Slow Train Coming.jpg","Slow Train Coming [Remastered]","No description"
1027,"Planet Waves.jpg","Planet Waves","No description"
1028,"Fillmore East.jpg","Fillmore East","No description"
1029,"Live From A&R Studios.jpg","Live From A&R Studios","No description"
1030,"An Evening with The Allman Brothers Band_ 2nd Set (Live).jpg","An Evening with The Allman Brothers Band_ 2nd Set (Live)","No description"
1031,"Hittin' the Note.jpg","Hittin' the Note","No description"
1032,"Eat A Peach.jpg","Eat A Peach","No description"
1033,"Brothers And Sisters.jpg","Brothers And Sisters","No description"
1034,"The Allman Brothers Band.jpg","The Allman Brothers Band","No description"
1035,"Where It All Begins.jpg","Where It All Begins","No description"
1036,"Beginnings.jpg","Beginnings","No description"
1037,"Doors Waiting For The Sun [40th Anniversary Edition].jpg","Waiting For The Sun [40th Anniversary Edition]","No description"
1038,"Morrison Hotel.jpg","Morrison Hotel","No description"
1039,"Doors_Best of the Doors.jpg","Best of the Doors","No description"
1040,"Doors The Soft Parade [40th Anniversary Edition].jpg","The Soft Parade [40th Anniversary Edition]","No description"
1041,"Doors The Future Starts Here_ The Essential Doors Hits.jpg","The Future Starts Here_ The Essential Doors Hits","No description"
1042,"Doors_VeryBestOfDoors.jpg","The Very Best of The Doors","No description"
1043,"Doors_VeryBestOfDoors.jpg","The Very Best of The Doors MPEG","No description"
1044,"Doors_TheDoors.jpg","The Doors","No description"
1045,"Van_Morrison_MoonDance.jpg","Moondance","No description"
1046,"VanMorrison_Movies.jpg","Van Morrison - The Movie Hits","No description"
1047,"VanMorrison_Paydevil.jpg","Pay the Devil","No description"
1048,"VanMorrison_Borntosingnoplanb.jpg","Born To Sing_ No Plan B","No description"
1049,"VanMorrison_Movies.jpg","The Movie Hits","No description"
1050,"VanMorrison_Best_of_van_morrison_3.jpg","The Best of Van Morrison, Vol. 3","No description"
1051,"VanMorrison_AstralWeeks.jpg","Astral Weeks","No description"
1052,"VanMorrison_Blowin.yourmind.jpg","Blowin' Your Mind!","No description"
1053,"Dropkick_WarriorsCode.jpg","The Warrior's Code","No description"
1054,"Dropkick_Blackout.jpg","Blackout","No description"
1055,"Dropkick_GangsAllHere.jpg","The Gang's All Here","No description"
1056,"DropKick_singles.jpg","The Singles Collection, Vol. 2","No description"
1057,"Dropkick_Tessie.jpg","Tessie - EP","No description"
1058,"DropKick_singles.jpg","Dropkick Murphys_ The Singles Collection, Vol. 1 - 1996-1997","No description"
1059,"DropkickMurphys-StPatricksDayLive.jpg","Live On St.Patrick's Day","No description"
1060,"Dropkick_SingLoud.jpg","Sing Loud, Sing Proud!","No description"
1061,"Dropkick meanest_of_times.jpg","The Meanest of Times (Deluxe Edition)","No description"
1062,"Dropkick Mob.jpg","Dropkick Murphys _ the Business Split Release_ Mob Mentality","No description"
1063,"Dropkick_Do or Die.jpg","Do or Die","No description"
1064,"PinkFloyd_SaucersOfScrets.jpg","A Saucerful Of Secrets","No description"
1065,"PinkFloyd Dark_Side_of_the_Moon.png","Dark Side of the Moon","No description"
1066,"PinkFloyd_SaucersOfScrets.jpg","A Saucerful Of Secrets","No description"
1067,"PinkFloyd_Finalcut.jpg","The Final Cut","No description"
1068,"PinkFloyd_More.jpg","More_ Original Motion Picture Soundtrack","No description"
1069,"PinkFloyd_Pulse.jpg","Pulse [Disc 1]","No description"
1070,"PinkFloyd_Pulse.jpg","Pulse [Disc 2]","No description"
1071,"PinkFloyd The Wall.jpg","The Wall [Disc 1]","No description"
1072,"PinkFloyd The Wall.jpg","The Wall [Disc 2]","No description"
1073,"Eagles_Their_Greatest_Hits.jpg","Their Greatest Hits","No description"
1074,"Eagles_One Of These Nights.jpg","One of These Nights","No description"
1075,"Eagles_Hotel California.jpg","Hotel California","No description"
1076,"Eagles.jpg","Eagles","No description"
1077,"Eagles_Hell Freezes Over.jpg","Hell Freezes Over","No description"
1078,"Eagles_TheEagles-OntheBorder.jpg","On The Border","No description"
1079,"eagles_long_road.jpg","Long Road Out Of Eden [Disc 2]","No description"
1080,"eagles_long_road.jpg","Long Road Out Of Eden [Disc 1]","No description"
1081,"Chicago_The_Very_Best_of_Chicago_Only_the_Beginning.jpg","The Very Best Of Chicago_ Only The Beginning [Disc 2]","No description"
1082,"Chicago_The_Very_Best_of_Chicago_Only_the_Beginning.jpg","The Very Best of Chicago_ Only the Beginning [Disc 1]","No description"
1083,"Chicago Transit Authority (Remastered).jpg","Chicago Transit Authority (Remastered)","No description"
1084,"Chicago.jpg","Chicago","No description"
1085,"Chicago_LiveInJapan.jpg","Chicago Live In Japan [Disc 2]","No description"
1086,"Chicago_LiveInJapan.jpg","Chicago Live In Japan [Disc 1]","No description"
1087,"chicago_VIII.jpg","Chicago VIII [Bonus Tracks]","No description"
1088,"Chicago_-_Chicago_V.jpg","Chicago V [Bonus Tracks]","No description"
1089,"LeonardCohen_Can't Forget_ A Souvenir of the Grand Tour.jpg","Can't Forget_ A Souvenir of the Grand Tour","No description"
1090,"LeonardCohen_Songs From The Road.jpg","Songs From The Road","No description"
1091,"LeonardCohen_You Want It Darker.jpg","You Want It Darker","No description"
1092,"LeonardCohen_Dear Heather.jpg","Dear Heather","No description"
1093,"LeonardCohen_Old Ideas.jpg","Old Ideas","No description"
1094,"LeonardCohen_Popular Problems.jpg","Popular Problems","No description"
1095,"LenardCohen_Songs_from_a_room.jpg","Songs From A Room","No description"
1096,"LeonardCohen_Ten New Songs.jpg","Ten New Songs","No description"
1097,"DavidBowie Earthling.jpg","Earthling","No description"
1098,"DavisBowieAladdinSane.jpg","Aladdin Sane","No description"
1099,"David_Bowie_Hunky_Dory.jpg","Hunky Dory","No description"
1100,"DavidBowie_SpaceOddity.jpg","Space Oddity","No description"
1101,"Bowie.jpg","Best of Bowie","No description"
1102,"David_Bowie-Heroes.png","_Heroes_","No description"
1103,"The Best of David Bowie 1980_1987.jpg","The Best of David Bowie 1980_1987","No description"
1104,"Cream_WheelsOfFire.jpg","Wheels Of Fire [Disc 1]","No description"
1105,"Cream_WheelsOfFire.jpg","Wheels Of Fire [Disc 2]","No description"
1106,"Cream_fresh_cream.jpg","Fresh Cream","No description"
1107,"Cream_Goodbye.jpg","Goodbye","No description"
1108,"CreamCream.jpg","Cream","No description"
1109,"Cream_The_Very_Best_of_Cream_(album)_cover_art.jpg","The Very Best of Cream","No description"
1110,"Cream_Live_vol2.gif","Live Cream Vol 2","No description"
1111,"FleetwoodMac_Rumours.jpg","Rumours","No description"
1112,"Fleetwood_Mac_Greatest_Hits.jpg","Fleetwood Mac's Greatest Hits","No description"
1113,"Fleetwood_Mac_Say_You_Will.jpg","Say You Will","No description"
1114,"The Vaudeville Years of Fleetwood Mac - 1968-1970.jpg","The Vaudeville Years of Fleetwood Mac - 1968-1970","No description"
1115,"Fleetwood Mac's Greatest Hits.jpg","Fleetwood Mac Hits","No description"
1116,"Future Games.jpg","Future Games","No description"
1117,"Fleetwood Mac's Greatest Hits.jpg","Fleetwood Mac's Greatest Hits","No description"
1118,"Fleetwood Mac Hits.jpg","Fleetwood Mac Hits","No description"
1119,"Peter Green's Fleetwood Mac (Remastered).jpg","The Vaudeville Years of Fleetwood Mac - 1968-1970","No description"
1120,"Peter Green's Fleetwood Mac (Remastered).jpg","Peter Green's Fleetwood Mac (Remastered)","No description"
1121,"PattiSmith_Twelve.jpg","Twelve","No description"
1122,"PattiSmith_Gone_Again.jpg","Gone Again","No description"
1123,"PattiSmith_Outside_Society.jpg","Outside Society","No description"
1124,"PattiSmith Radio Ethiopia.jpg","Radio Ethiopia","No description"
1125,"Trampin'.jpg","Trampin'","No description"
1126,"PattiSmith_Gung_Ho.jpg","Gung Ho","No description"
1127,"PattiSmith_Easter.jpg","Easter","No description"
1128,"BruceSpringsteen_Born_to_Run_(Front_Cover).jpg","Born To Run","No description"
1129,"Bruce_Springsteen_BornInUSA.jpg","Born In The USA","No description"
1130,"BruceSpringsteen_High Hopes.jpg","High Hopes","No description"
1131,"Bruce_Springsteen_-_Nebraska.jpg","Nebraska","No description"
1132,"BruceSpringsteen_Born_to_Run_(Front_Cover).jpg","Born To Run","No description"
1133,"Working On A Dream 1.jpg","Working On A Dream","No description"
1134,"Bruce_Springsteen_-_Magic.jpg","Magic","No description"
1135,"BruceSpringsteen_Greetings From Asbury Park, N.J..jpg","Greetings From Asbury Park, N.J_","No description"
1136,"BruceSpringsteen_Hammersmith_Odeon,_London_'75.jpg","Hammersmith Odeon, London '75","No description"
1137,"DeepPurple_Copen1972.jpg","Copenhagen 1972 [Disc 1]","No description"
1138,"DeepPurple_Copen1972.jpg","Live In Copenhagen 1972 [Disc 2]","No description"
1139,"DeepPurple_Infinite.jpg","InFinite","No description"
1140,"DeepPurple_Paris1975.jpg","Live In Paris 1975 [Disc 1]","No description"
1141,"DeepPurple_Paris1975.jpg","Live In Paris 1975 [Disc 2]","No description"
1142,"Machine Head.jpg","Machine Head","No description"
1143,"Deepest Purple (30th Anniversary Edition).jpg","Deepest Purple (30th Anniversary Edition)","No description"
1144,"JohnnyWinter_2nd Winter.jpg","2nd Winter","No description"
1145,"Johnnywinter_ProgressiveBluesExperiment.jpg","The Progressive Blues Experiment","No description"
1146,"Johnny_Winter-Im_a_Bluesman.jpg","I'm a Bluesman","No description"
1147,"Johnny_Winter_Still_Alive_and_Well_Coverart.jpg","Still Alive and Well","No description"
1148,"JohnnyWinter_BestOfJohnnyWinter.jpg","The Best of Johnny Winter","No description"
1149,"JohnnyWinterStepBack.jpg","Step Back","No description"
1150,"JohnnyWinterRoots.jpg","Roots","No description"
1151,"My Dear Companion Selection.jpg","My Dear Companion Selection","No description"
1152,"The Traveling Kind.jpg","The Traveling Kind","No description"
1153,"EmmylouHarris_All The Road Running.jpg","All the Road Running","No description"
1154,"EmmylouHarris_Old Yellow Moon.jpg","Old Yellow Moon","No description"
1155,"This Is Us.jpg","This Is Us","No description"
1156,"Western Wall_ The Tucson Sessions.jpg","Western Wall_ The Tucson Sessions","No description"
1157,"EmmylouHarrisRedDirtGirl.jpg","Red Dirt Girl","No description"
1158,"EmmylouHarrisLightoftheStable3.jpg","Light of the Stable","No description"
1159,"EmmylouHarris_Elite Hotel.gif","Elite Hotel","No description"
1160,"EmmylouHarris_Heartaches & Highways The Very Best of Emmylou Harris.jpg","Heartaches & Highways_ The Very Best of Emmylou Harris","No description"
1161,"EmmylouHarris_All I Intended To Be.jpg","All I Intended To Be","No description"
1162,"EmmylouHarris_WreckingBall.jpg","Wrecking Ball","No description"
1163,"Emmylou_Hard Bargain.jpg","Hard Bargain","No description"
1164,"MilesDavis_Bitches Brew.jpg","Bitches Brew Disc 2","No description"
1165,"MilesDavis_Bitches Brew.jpg","Bitches Brew Disc 1","No description"
1166,"MilesDavis_Milestonescover.jpg","Kind Of Blue","No description"
1167,"MilesDavis_Milestonescover.jpg","Milestones","No description"
1168,"Miles DavisClassic Ballads.jpg","Classic Ballads","No description"
1169,"MilesDavisBirth_0f_Cool.jpg","Birth of the Cool","No description"
1170,"MilesDavis_Filles De Kilimanjaro.jpg","Filles De Kilimanjaro","No description"
1171,"MilesDavis_Workin With The Miles Davis Quintet.jpg","Workin' With The Miles Davis Quintet","No description"
1172,"Jeff_Beck_Rock_n_Roll_Party.jpg","Rock 'N' Roll Party_ Honoring Les Paul [Live]","No description"
1173,"JeffBeck_You Had It Coming.jpg","You Had It Coming","No description"
1174,"JeffBeck_Best_of_Beck.jpg","Best Of Beck","No description"
1175,"Wired.jpg","Wired","No description"
1176,"JeffBeck_Blow By Blow.jpg","Blow By Blow","No description"
1177,"JeffBeck_Live+.jpeg","Live+","No description"
1178,"JeffBeck_Loud Hailer.jpg","Loud Hailer","No description"
1180,"EltonJohn_The Big Picture.jpg","The Big Picture","No description"
1181,"EltonJohn_LeanRussel_The Union.jpg","The Union","No description"
1182,"The One.jpg","The One","No description"
1183,"EltonJohn_CaptainAndKid.jpg","The Captain & The Kid","No description"
1184,"Elton John_ The Greatest Hits 1970-2002.jpg","Elton John_ Greatest Hits","No description"
1185,"EltonJohn_YellowBrickRoad.jpg","Goodbye Yellow Brick Road","No description"
1186,"Elton John_ The Greatest Hits 1970-2002.jpg","Elton John_ The Greatest Hits 1970-2002","No description"
1187,"EltonJohn_Don't Shoot Me I'm Only the Piano Player.jpg","Don't Shoot Me I'm Only the Piano Player","No description"
1188,"SavoyBrown The Savoy Brown Collection - Featuring Kim Simmonds.jpg","The Savoy Brown Collection - Featuring Kim Simmonds","No description"
1189,"SavoyBrown Tell Mama (Live).jpg","Tell Mama (Live)","No description"
1190,"SavoyBrown Looking In.jpg","Looking In","No description"
1191,"SavoyBrown A Step Further.jpg","A Step Further","No description"
1192,"SavoyBrown Boogie Brothers.jpg","Boogie Brothers","No description"
1193,"SavoyBrown Hellbound Train.jpg","Hellbound Train","No description"
1194,"JazzCrusaders_Free As the Wind.jpg","Free As The Wind","No description"
1195,"JazzCrusaders_Jazz_Crusaders_1961-1965.jpg","The Best Of The Jazz Crusaders 1961 - 1965","No description"
1196,"JazzCrusaders_Southern Comfort.jpg","Southern Comfort","No description"
1197,"JazzCrusaders_Crusader 1.jpg","Crusaders 1","No description"
1198,"JazzCrusaders_The Best Of The Jazz Crusaders.jpg","The Best of the Jazz Crusaders","No description"
1199,"JazzCrusaders Live at the Lighthouse '66.jpg","Live at the Lighthouse '66","No description"
1200,"Mayall_ABC_DrivinYears.jpg","Drivin' On_ The ABC Years (1975-1982) Disc 1","No description"
1201,"Mayall_ABC_DrivinYears.jpg","Drivin' On_ The ABC Years (1975-1982) Disc 2","No description"
1202,"JohnMayall_Find_A_Way_To_Care.jpeg","Find A Way To Care","No description"
1203,"JohnMayall Back to the Roots.jpg","Back to the Roots Disc 2","No description"
1204,"JohnMayall Back to the Roots.jpg","Back to the Roots Disc 1","No description"
1205,"JohnMayall The Turning Point.jpg","The Turning Point","No description"
1206,"JohnMayall_PalaceOfTheKing.jpg","In the Palace of the King (A Tribute to Freddie King)","No description"
1207,"JohnMayall_PalaceOfTheKing.jpg","In the Palace of the King (A Tribute to Freddie King)","No description"
1208,"JohnMayall_A Hard Road.jpg","A Hard Road","No description"
1209,"JohnMayall Padlock On The Blues.jpg","Padlock On The Blues","No description"
1210,"JudyCollin_1970.jpg","Judy Collins From Vinyl","No description"
1211,"JudyCollins_Bothsides.jpg","Both Sides Now_ The Very Best Of","No description"
1212,"JudyCollins_StrangersAgain.jpg","Strangers Again","No description"
1213,"udyCollins Whales & Nightingales.jpg","Whales & Nightingales","No description"
1214,"JudyCollins Strangers Again.jpg","Strangers Again","No description"
1215,"JudyCollins_Bothsides.jpg","Both Sides Now_ The Very Best Of","No description"
1216,"JudyCollins Bohemian.jpg","Bohemian","No description"
1217,"JudyCollins Silver Skies Blue.jpg","Silver Skies Blue","No description"
1218,"JudyCollins_Bothsides.jpg","Both Sides Now - The Very Best Of [Disc 2]","No description"
1219,"Joan Baez Noel.jpeg","Noel","No description"
1220,"JoanBaez Gulf Winds.jpg","Gulf Winds(8_29_2004 1_30_11 PM)","No description"
1221,"JoanBaez_10years.jpg","1st 10 years","No description"
1222,"JoanBaez Blessed_Are.jpg","Blessed Are","No description"
1223,"JoanBaez_Farewell_Angeline.jpeg","Farewell, Angelina","No description"
1224,"JoanBaez_Any Day Now.jpg","Any Day  Now","No description"
1225,"LedZeppelin_Physical Graffiti [Disc 1].jpg","Physical Graffiti [Disc 1]","No description"
1226,"LedZeppelin_Physical Graffiti [Disc 1].jpg","Physical Graffiti [Disc 2]","No description"
1227,"LedZeppelin_Physical Graffiti [Disc 1].jpg","Physical Graffiti (Remastered)","No description"
1228,"LedZepplin_Song Remains Same.jpg","The Song Remains the Same Disc 1","No description"
1229,"LedZepplin Mothership (Remastered).jpg","Mothership (Remastered)","No description"
1230,"LedZepplin_Sound_Remains_Same.jpeg","The Song Remains the Same Disc 2","No description"
1231,"REM_AutomaticForPeople.jpg","Automatic For The People","No description"
1232,"REM_Collapse Into Now.jpg","Collapse Into Now","No description"
1233,"REM_Mumur.jpg","Murmur","No description"
1234,"REM In Time - The Best of R.E.M. 1988-2003.jpg","In Time - The Best of R.E.M. 1988-2003","No description"
1235,"REM Accelerate.jpg","Accelerate","No description"
1236,"REM Oh My Heart - Single.jpg","Oh My Heart - Single","No description"
1237,"LindaRonstadt_Dont Cry Now.jpg","Don't Cry Now","No description"
1238,"LindaRonstadt_JustOneLookClassic.jpeg","Just One Look_ Classic Linda Ronstadt","No description"
1239,"LindaRonstadt_Simple_Dreams_Album_Cover.jpg","Simple Dreams","No description"
1240,"LindaRonstadt_Duets.jpg","Duets","No description"
1241,"LindaRonstadt Silk Purse.jpg","Silk Purse","No description"
1242,"LindaRonstadt_Heart Like A Wheel.jpg","Heart Like A Wheel","No description"
1243,"MarshalTucker_CarolinaDreams.jpg","Carolina Dreams","No description"
1244,"MarshalTucker_whereWeAllBelong.jpg","Where We All Belong","No description"
1245,"MarshallTucker A New Life.jpg","A New Life","No description"
1246,"MarshallTucker Long Hard Ride.jpg","Long Hard Ride","No description"
1247,"MarshallTucker Running With The Wind.jpg","Running With The Wind","No description"
1248,"The Marshall Tucker Band_ Live On Long Island - 4-18-80.jpg","The Marshall Tucker Band_ Live On Long Island - 4-18-80","No description"
1249,"Who_Tommyalbumcover.jpg","Tommy","No description"
1250,"Who-ultimatecollectionUK.jpg","The Who_ The Ultimate Collection","No description"
1251,"Who's Next (Bonus Track Version).jpg","Who's Next (Bonus Track Version)","No description"
1252,"The_who_sell_out.jpg","The Who Sell Out","No description"
1253,"Who_LiveAtLeeds.jpg","Live At Leeds","No description"
1254,"Who_Greatest_Hits.jpg","The Who Greatest Hits","No description"
1255,"GuessWho_American_Woman45.jpg","American Woman","No description"
1256,"GuessWho_Rockin.jpg","Rockin Guess Who","No description"
1257,"GuessWho Shakin' All Over.jpg","Shakin' All Over","No description"
1258,"GuessWho Live At The Paramount.jpg","Live At The Paramount","No description"
1259,"The Guess Who_ Greatest Hits.jpg","The Guess Who_ Greatest Hits","No description"
1260,"Santana Corazon (Deluxe Version).jpg","Corazon (Deluxe Version)","No description"
1261,"Santana Abraxas.jpg","Abraxas","No description"
1262,"Santana-Supernatural.jpg","Supernatural","No description"
1263,"Santana_IV.jpg","Santana IV","No description"
1264,"Santana_AllThatIam.jpg","All That I Am","No description"
1265,"CharlieDaniels_Nightrider.jpg","Nightrider","No description"
1266,"Charlie Daniels A Decade.jpg","Charlie Daniels Band A Decade Of Hits","No description"
1267,"CharlieDaniels The Essential.jpg","The Essential Charlie Daniels Band","No description"
1268,"CharlieDaniels Nightrider.jpg","Nightrider","No description"
1269,"CharlieDaniels The Ultimate Charlie Daniels Band.jpg","The Ultimate Charlie Daniels Band [Disc 1]","No description"
1270,"CharlieDaniels The Ultimate Charlie Daniels Band.jpg","The Ultimate Charlie Daniels Band [Disc 2]","No description"
1271,"MarkKnopfler_Get Lucky.jpg","Get Lucky","No description"
1272,"MarkKnopfler_Tracker.jpg","Tracker","No description"
1273,"MarkKnopfler_sailingotPhili.jpg","Sailing To Philadelphia","No description"
1274,"MarkKnopfler The Ragpicker's Dream.jpg","The Ragpicker's Dream","No description"
1275,"MarkKnopfler Golden Heart.jpg","Golden Heart","No description"
1276,"JohnLennon_RockNRoll.jpg","Rock 'N' Roll","No description"
1277,"JohnLennon_Legend of Lennon.jpg","Lennon Legend The Very Best of John Lennon","No description"
1278,"JohnLennon_Imagine_lennon.jpg","Imagine","No description"
1279,"JohnLennon_Mind Games.jpg","Mind Games","No description"
1280,"Working Class Hero The Definitive Lennon.jpg","Working Class Hero The Definitive Lennon","No description"
1281,"MarkOConnor Heroes.jpg","Heroes","No description"
1282,"MarkOConnor Midnight on the Water.jpg","Midnight on the Water","No description"
1283,"MarkOConnor Retrospective.jpg","Retrospective","No description"
1284,"MarkOConnor Liberty.jpg","Liberty","No description"
1285,"MarkOConnor The New Nashville Cats.jpg","The New Nashville Cats","No description"
1286,"SonnyRollins This Is What I Do.jpg","This Is What I Do","No description"
1287,"SonnyRollins_Easy_Living.jpg","Easy Living","No description"
1288,"SonnyRollins_Mambo_Bounce.jpeg","Mambo Bounce","No description"
1289,"Sonny_Rollins_Global_Warming.jpg","Global Warming","No description"
1290,"SonnyRollins_Saxophone Colossus.jpg","Saxophone Colossus","No description"
1291,"DireStraits_Making Movies.jpg","Making Movies","No description"
1292,"Dire_Straights_Brothers in Arms.jpg","Brothers in Arms","No description"
1293,"Sultans of Swing - The Very Best of Dire Straits.jpg","Sultans of Swing - The Very Best of Dire Straits","No description"
1294,"DireStraits_Communique.jpg","Communique","No description"
1295,"DireStraits Live in Concert.jpg","Live in Concert","No description"
1296,"ZacBrown_Pass_the_jar.jpg","Pass The Jar_ Zac Brown Band And Friends Live From The Fabulous Fox Theatre In Atlanta [Disc 1]","No description"
1297,"ZacBrown_Pass_the_jar.jpg","Pass The Jar_ Zac Brown Band And Friends Live From The Fabulous Fox Theatre In Atlanta [Disc 2]","No description"
1298,"ZacBrown JEKYLL + HYDE.jpg","JEKYLL + HYDE","No description"
1299,"ZacBrown Greatest Hits So Far.jpg","Greatest Hits So Far","No description"
1300,"ZacBrown Keep Me In Mind - Single.jpg","Keep Me In Mind - Single","No description"
1301,"TomPetty_southernaccents.jpg","Southern Accents","No description"
1302,"TomPetty Hard Promises.jpg","Hard Promises","No description"
1303,"TomPetty Greatest Hits.jpg","Greatest Hits","No description"
1304,"Tom Petty & The Heartbreakers.jpg","Tom Petty & The Heartbreakers","No description"
1305,"Heart_Heart.jpg","Heart","No description"
1306,"Heart_Beautiful_Broken.jpg","Beautiful Broken","No description"
1307,"Heart Little Queen.jpg","Little Queen","No description"
1308,"Heart-Greatest Hits.jpeg","Heart_ Greatest Hits","No description"
1309,"MountainHeart Road That Never Ends_ The Live Album.jpg","Road That Never Ends_ The Live Album","No description"
1310,"Big Hits (High Tide And Green Grass).jpg","Big Hits (High Tide And Green Grass)","No description"
1311,"rollingStones_LondonYears.jpg","Singles Collection_ The London Years [Disc 3]","No description"
1312,"rollingStones_LondonYears.jpg","Singles Collection_ The London Years [Disc 1]","No description"
1313,"rollingStones_LondonYears.jpg","Singles Collection_ The London Years [Disc 2]","No description"
1314,"RollingStones Aftermath.jpg","Aftermath","No description"
1315,"Kinks-size.jpg","Kinks-Size","No description"
1316,"Kinks Lola Versus Powerman And The Moneygoround, Part One.jpg","Lola Versus Powerman And The Moneygoround, Part One","No description"
1317,"Kinks Pirate Radio (Motion Picture Soundtrack) [Deluxe Version].jpg","Pirate Radio (Motion Picture Soundtrack) [Deluxe Version]","No description"
1318,"Kinks The Anthology 1964 - 1971 (2014 Remastered Version).jpg","The Anthology 1964 - 1971 (2014 Remastered Version)","No description"
1319,"Kinks.jpg","Kinks","No description"
1320,"RodStewarts_Gold.jpg","Rod Stewarts Gold [Disc 1]","No description"
1321,"RodStewarts_Gold.jpg","Rod Stewarts Gold [Disc 2]","No description"
1322,"RodStewart_AnotherCountry.jpg","Another Country","No description"
1323,"RodStewart_Maggie_may.jpg","Every Picture Tells a Story","No description"
1324,"RodStewart_The Definitive Rod Stewart.jpg","The Definitive Rod Stewart","No description"
1325,"RodStewarts_Gold.jpg","Rod Stewarts Gold [Disc 1]","No description"
1326,"RodStewarts_Gold.jpg","Rod Stewarts Gold [Disc 2]","No description"
1327,"Styx_equinox.jpg","Equinox","No description"
1328,"Styx-Cornerstone.jpg","Cornerstone","No description"
1329,"Styx_ Greatest Hits.jpg","Styx_ Greatest Hits","No description"
1330,"Styx_Gold.jpg","Gold","No description"
1331,"Styx_Come Sail Away - The Styx Anthology.jpg","Come Sail Away - The Styx Anthology","No description"
1332,"Queen_At_Wimberly.jpg","Live At Wembley Stadium [Disc 1]","No description"
1333,"Queen_NewsOfWorld.jpg","News Of The World","No description"
1334,"Queen_NewsOfWorld.jpg","News Of The World","No description"
1335,"Queen Classic Queen.jpg","Classic Queen","No description"
1336,"Queen_ Greatest Hits.jpg","Queen_ Greatest Hits","No description"
1337,"Queen_At_Wimberly.jpg","Live At Wembley Stadium [Disc 2]","No description"
1338,"Queen_At_Wimberly.jpg","Live At Wembley Stadium [Disc 2]","No description"
1339,"Queenryche_Takecover.jpg","Take Cover","No description"
1340,"TalkingHeads_True Stories.jpg","True Stories","No description"
1341,"TalkingHeads_LittleCreatures.jpg","Little Creatures","No description"
1342,"TalkingHeads_BestOf.jpg","The Best Of Talking Heads","No description"
1343,"TalkingHeads_77.jpg","Talking Heads_ 77","No description"
1344,"TalkingHeadsRemaininLight.jpg","Remain In Light","No description"
1345,"BadFinger The Very Best Of.jpg","The Very Best Of Badfinger","No description"
1346,"Bad Company In Concert - Merchants of Cool.jpg","In Concert - Merchants of Cool","No description"
1347,"20 Best of Rockin' 70's (Original Artist Re-Recording).jpg","20 Best of Rockin' 70's (Original Artist Re-Recording)","No description"
1348,"No Matter What You Are (Re-Recorded Version).jpg","No Matter What You Are (Re-Recorded Version)","No description"
1349,"Classic Soft Rock.jpg","Classic Soft Rock","No description"
1350,"Brit Rock.jpg","Brit Rock","No description"
1351,"Bad Plus Inevitable Western.jpg","Inevitable Western","No description"
1352,"Waylon and Willie.jpeg","Waylon & Willie (Remastered)","No description"
1353,"WaylonJennings_What Goes Around Comes Around.jpeg","What Goes Around Comes Around","No description"
1354,"Waylon and Willie.jpeg
WaylonJenningsHonkyTonkHeroes.jpg","Honky Tonk Heroes","No description"
1355,"The Essential Waylon Jennings.jpg","The Essential Waylon Jennings","No description"
1356,"WaylonJennings Right For The Time.jpg","Right For The Time","No description"
1357,"WaylonJennings Love Of The Common People.jpg","Love Of The Common People","No description"
1358,"Waylon Jennings Early Years.jpg","Waylon Jennings & The Waylors","No description"
1359,"Waylon Jennings Early Years.jpg","Early Years","No description"
1360,"Garcia-Live-Volume-8.jpg","GarciaLive, Vol. 8 [Disc 1]","No description"
1361,"Garcia-Live-Volume-8.jpg","GarciaLive, Vol. 8 [Disc 2]","No description"
1362,"JerryGarciaBand_Vol_5.jpg","GarciaLive, Vol. 5 [Disc 2]","No description"
1363,"JerryGarciaBand_Vol_5.jpg","GarciaLive, Vol. 5 [Disc 1]","No description"
1364,"GarciaLive Volume Seven_ November 8th, 1976 Sophie's Palo Alto.jpg","GarciaLive Volume Seven_ November 8th, 1976 Sophie's Palo Alto","No description"
1365,"John_Prine.jpg","John Prine","No description"
1366,"JohnPrine_For Better, Or Worse.jpg","For Better, Or Worse","No description"
